,tweets_cleaned,Topic,compound_sentiment
235,deepakabbot telegram win peopl use access ott content due piraci one use connect peopl whatsapp everyon,5,0.5859
236,put boot invalid privaci shield mess mer confer help weather storm check program http co tm rvz ulo mer infogov igpractition recordsmanag recordsmanag privaci virtualtrain virtualconfer ig http co njlmodszwu,3,0.0516
237,svr attack microsoft http co bgk j gnyo cybersecur digit hacker infosec reach ratan malwar cloud cloudsecur dataprotect privaci infosec informationsecur cloudcomput,9,-0.4588
238,rt mahambanori privaci http co rg wyr j,2,0.0
239,mani secur vulner stem softwar defin virtual natur g versu hardwar foundat earlier lte mobil commun standard cybersecur cyberthreat iot privaci infosec http co nsshebhnp,3,0.0
240,hey use telegram,5,0.0
241,faq differ pora pia easi get confus separ document separ purpos http co qqxnfrvgxo pora privaci netcar http co bi aahyvxg,5,0.0
242,convers creepi period app want know fl ka never sell data never never think health well data encrypt follow standard like hippa amp pippa periodtrack flo femtech privaci,5,0.2467
243,default local instal browser permiss read devic write devic execut stuff devic secur privaci nightmar cybersecur smallbiz sme smb isolatedbrows http co ch ltryhvd,3,0.0
244,rt bytecoin pro pleas read retweet http co phmdzc k w bytecoin bcn bytecoin dev bytecoin altcoin privaci blockc,3,0.0
245,move signal amp telegram said http co eegynhbvt,5,0.0
246,rt billmew inadequ feder privaci regul leav us startup lag behind europ techcrunch http co gcazji rc gdpr,2,-0.34
247,tezo xtz upgrad next month add zcash sapl privaci smartcontract game changer defi busi cryptocurr need cbdc bank franc experi tezo candid digit euro invest,5,0.0
248,rt citizenkamran leav whatsapp app would like move telegram signal,5,0.3612
249,okay wtf whatsapp total abandon principl cool thing late infosec privaci whatsapp cybersecur cybersecuritynew http co efhgsp zvp,3,-0.5423
250,ugandaec moict ug increasingli reli use digit tech right voter registr verif vote transmiss elect result fundament right like privaci stake read http co rltosknnl ugandadecid http co ul n g jq,3,0.3612
251,whatsapp updat privaci polici term servic make data share facebook mandatori import must accept februari otherwis account delet detail http co ghqsupakuq infosec tech,4,0.5859
252,eff know packag scan get soft comfort eff hoodi url http co tv ipplni noscan privaci valu http co zdyuig nea,5,0.3612
253,rt mahadnaseermrj whatsapp safe let shift telegram whatsappnewpolici telegram http co xg wsvkdaw,5,0.4404
254,today dataprivacyday take moment tidi privaci set googl http co tlszfhk dg facebook http co zvnrxtik check privaci set appl android phone privaci data hack cybersecur http co n lo l gog,5,0.0
255,senatordurbin excel job highlight part issu fb sm bigtech compani hope also someth legisl privaci issu censorship http co sbf aknsqi,5,0.8074
256,hipaa complianc read articl get better understand complianc healthcareit hipaalaw privaci secur healthcar phi train law regul manag hospit clinic busi breach riskmanag softwar http co wsbnpe mm,2,0.4404
257,rt sweet bontl nope im strickli person move whatsapp whatsappprivacypolici telegram alcoholban datemyfamilli http,5,0.4588
258,facebook own messag servic alert user india updat term servic privaci polici feb whatsapp user personaldata share facebook user fail agre suspend competit http co jsjfquqpmc,4,-0.34
259,rt publicnak exhibitionist publicsex best everi day post readi download telegram http co fuw hlbt,0,0.6369
260,recent whatsapp user rais secur issu updat privaci polici whatsapp clear air new term whole privaci issu whatsapp threw light two messag app telegram amp signal newsmo vertic technolog http co tk b roa,5,0.3818
261,appl crack track iphon user earli spring digitalsecur privaci appl http co uybzzfvc,0,0.0
262,signalapp awesom want take risk first day whatsapp switch telegram signal signalprivatemesseng goodbyewhatsapp facebook realli understand greedi doubl standard eu turkey unfair,5,-0.5994
263,app start think way make money violat peopl privaci app maker say plan use invas track techniqu devic fingerprint work around new restrict http co ysumsljt,5,-0.3818
264,updat bring new import featur help user migrat chat histori http co pidzetelff via shantk telegram whatsapp migrat chat histori myblog,5,0.4019
265,rt mahadnaseermrj whatsapp safe let shift telegram whatsappnewpolici telegram http co xg wsvkdaw,5,0.4404
266,rt euniceudeh properti abuja estat plot sell fast lugb fha dm detail telegram wha,5,0.0
267,dna cybertrap podcast explor topic live facebook http co xfzke mlsl pm est interview ed gray writer director secret dna air pb pm est cst http co b erzqq cb privaci genet http co dsp rwpi c,5,0.0
268,rt liampomfret whenev someon like speak privaci implic tech politician like pull old bull,5,0.6124
269,grow busi kind tailor advertis consum prefer also respect wish come privaci first parti data help http co cegkgrxlkj,3,0.8979
270,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,4,0.296
271,rt stufflist latest telegram updat bring abil import whatsapp chat whatsapp telegram http co xpv sp x r,5,0.0
272,hmm could mass data collect sell privaci datasecur dataprotect cybersecur meme memesdaili dataprivaci infosec infosecur meme bigdata amazon alexa surveil dystopia googl bigtech privacynotinclud facebook http co azr wcpj,3,0.1779
273,rt polarityex monero repres mani core valu care user empower secur privaci pleas,3,0.4939
274,rt sesivani telegram gain million new user last hour dynam onlin servic crazi put,3,0.5267
275,one month ransomwar attack metro vancouv transit system still speed http co hxziuicdhz cybersecur digit hacker infosec reach ratan malwar cloud cloudsecur dataprotect privaci infosec informationsecur cloudcomput http co fzdkpdhci,9,-0.4588
276,cybersecur infosec cybersec singapor bitdefend privaci dataprotect datasecur databreach phish malwar ransomwar http co lche kguzw,7,0.0
277,rt tomvalletti case busi news privaci crap also hap background translat must sha,2,-0.3818
278,rt radio azureu balanc im commun secur data flow signal max versat use telegram,5,0.0
279,blockchain game changer right tezo xtz complet integr zec privaci featur also implement tezo stabl coin defi invest privaci crypto bitcoin btc eth http co uuumm nr,5,0.0
280,break news proud announc upcom launch upgrad video redact softwar ident cloak v gdpr dataprotect privaci dataprivaci cybersecur complianc http co p l hegznn,2,0.4767
281,whatsapp reassur user privaci peopl flock signal telegram http co cb jkclzcw http co sxmfot j b,5,0.0
282,rt kasperski year discord becom go commun channel gamer take care privaci,3,0.128
283,latest daili dose http co mvgqefxq privaci cybersecur,2,0.0
284,technolog innov throughout histori today effect much littl privaci privaci tip point check infograph see infosec privaci http co hqfhx sn,3,0.0
285,rt japi eu edpb guidelin exampl regard data breach notif http co ouukxt ho gdpr privaci ransomwar,2,0.0
286,american tradit mug http co ikrito dfj modern american cultur complex melt pot old struggl divis set upon canva modern technolog paranoia violenc state peopl surveil tattoo camera privaci terror http co oemv dub,5,-0.6597
287,alon justifi appl premium price age user product abl trust compani data privaci highli sought commod unfortun short suppli timcook privaci http co sfzt spoci,3,0.5106
288,secur advic signal telegram whatsapp use http co ndknq p,5,0.0
289,latest privileg access manag daili http co ojrod pblz thank anastasiaxk joliecharlott lore cybersecur privaci,2,0.3612
290,facial recognit larg seen surveil tool employ mani govern quit nasti reason often innoc peopl seen frighteningli inaccur http co fgbhqqgqw privaci surveil infer ronwyden eff,3,0.0
291,ipo plan earli zomato one largest aggreg app india aggreg handl user privaci http co qrcmqf snh,5,0.0
292,chase dream age pray everyday lord pleas make way design need outfit pleas slide dm mark markzukerberg whatsappsozlesmesinehayir whatsapp telegrama telegram percytau http co oieadtpti,5,0.5106
293,hacker publish thousand file govern agenc refus pay ransom http co w anrfjsr via zdnet amp dannyjpalm cybersecur secur privaci cybercrim malwar,3,-0.1027
294,hast click protect privaci learn privaci http co xbbgoqthd westernu cybersecur privaci secur http co wxubvfv vi,2,0.3818
295,demand data govern solut grow compani move toward custom data insight driven need compli privaci secur govern regul creat effect data govern strategi today http co ff wzyboqd http co u nn es,3,0.3182
296,covid acceler pace digit chang across america studi found data emerg top prioriti concern fraud privaci remain top mind ai iot http co btuqemep h,3,-0.296
297,io start ask track consent excit see option choos data collect mobil devic privaci dataprotect transpar http co rncsu awo,3,0.2263
298,rt cycloneprotocol cyclon protocol offici launch iotex io privaci power defi premin fair launch day,2,0.3182
299,chrome edg want help solv password problem line browser password manag blur http co jnnsztlruz secur privaci via wire drjdrooghaag fabriziobustama robmay ianljon nigeltoz yuhelenyu akwyz adamlgr,3,0.0772
300,autom telegram bot sell facebook account phone number http co jswnuf xt danielwcoop,7,0.0772
301,confid feel cloud host servic deplatform part risk model disast recoveri plan confid org never target infosec privaci startup censorship fintech,9,-0.2732
302,rt mimproxybl anonym cybersecur dataprivaci dataprotect howto netsec privaci smm techlif techtip youtub http,3,0.0
303,rt pauldavissn happen friday night yyc calgari renert school parent present onlinesafeti socialmedia privaci r,3,0.0
304,power cybersecur commun never stronger whatsapp exodu telegram plenti offer infosec profession http co tz vxh cfd cybersecur infosec informationtechnolog commun whatsapp telegram,3,-0.2924
305,rt cdwgwagov cdw hp get futur secur privaci redteam googl video amazon daysofcod infosec cybersecur live,2,0.1779
306,debat smile surveil http co gwzj k hjn florencerodhain v fr convers aiethic privaci ai machinelearn deeplearn cc jblefevr miad roxanasoi hessiejon drjdrooghaag psb dc akwyz pierrepinna ce http co mi r v xa,3,0.3612
307,one resolut hide privaci frm zuckerberg telegram whatsapp,5,-0.1779
308,ray chan former lawmak arrest home said kept receiv confirm code sent telegram replac phone polic confisc devic code use verifi authent user tri log account hongkongprotest,5,-0.34
309,rt qamarsh brief differ whattsapp telegram http co iluxg yohv,5,0.0
310,rt bigcoinvietnam bigcoinvietnam team great honor host ama darwinianetwork team telegram group chat,9,0.8074
311,onedpo automat flag cross border activ base geographi data subject locat process activ gdpr schrem privaci http co cu yte cyj http co xnucaahitz,2,0.0
312,cybersecur infosec cybersec singapor bitdefend privaci dataprotect datasecur databreach phish malwar ransomwar http co vr wdmv nj,7,0.0
313,ysignapp central server privat inform could store ysign ensur secur privaci exchang messag call ysign dataprivaci decentr bounti privaci blockchain,3,0.0
314,lesson china tackl religi extremist eas ban capitalist compani feed person inform like fb googl develop social media amp ecommerc ecosystem like wechat alibaba signalapp telegram whatsappnewpolici,5,0.1027
315,ever happen autom whatsapp facebook privaci daysofcod nocod lowcod noprivaci autom http co cmxkuv vzh,5,0.0
316,know dashpay masternod get caught hold privaci coin bag go masternod privat actual tackl complianc issu coin go syscoin dash syscoin sy rippl xrp,5,0.0
317,research propos porcupin compil homomorph encrypt http co kaqoexoioa kyle l wigger via venturebeat privaci secur encrypt,5,0.0
318,get purism news lot iron fire purism whether hardwar develop like librem librem usa librem new product like librem mini v http co sf gwixza librem purism privaci,5,0.3818
319,right privaci unless eu contrari indian suprem court maxschrem come india,3,0.0
320,rt taucetinet ant su nueva pol tica de privacidad conoc mpa alternativa whatsapp info telegram line wechat otra ht,5,0.0
321,rt dindigulcinema watch forward master movi telegram whatsapp imprison year violat mast,8,0.0
322,rt shubhranshuu comedian iarpitspeak predict whatsappnewpolici earli time join univers telegram,5,0.5859
323,le telegram user whatsapp updat privaci polici http co phsuhjrvnh,5,0.0
324,tiktok watch even account cybersecur riskmanag phish malwar infosec cyberthreat ramsomwar hack dataprotect privaci dataleak informationsecur cyberattack databreach http co jmoe dkdvi http co kohdqxo dj,7,0.0
325,computersci computerengin cybersecur infosec riskmanag encrypt iot ai dataprotect privaci hack code python linux java webdev program programm digit technolog secur anonym pleas rd danger superstit http co icepyxdnn,3,-0.5267
326,telegram whatsappprivacypolici telegram heyi telegram http co styf zq,5,0.0
327,typic data repositori good distinguish variou level data access present challeng maintain data privaci complianc chainofcustodi privaci complianc proofreport dragonchaingang usa http co xyfcfv wy,2,0.4404
328,rt blackmailgirl shock thing becom privaci longer right privaci none monitor,3,-0.3818
329,author around world pass regul safeguard secur connect devic enterpris need ensur complianc regul sourc everestgroup link gt http co kfquoqmkjp rt antgrasso iot privaci cybersecur http co mjbd jir,3,0.5719
330,rt sarcastiqlonda scenario whatsapp privaci polici chang telegram http co cogi b,5,0.0
331,rt andriyukrainet freedom speech democraci action bolshevik biden regim continu telegram pleas join,5,0.7506
332,thrill annouc poseid featur last edit cordi eu magazin new technolog protect privaci special interview project coordin mef gov check http co ukzzvidzdi,3,0.7783
333,rt thejoshjon shot fire telegram r p whatsapp http co yxadeeeb,5,-0.34
334,know social media appropri seen advertis pr agenc next busi disrupt advertis socialmedia whatsapp disrupt privaci,3,0.0
335,consid use adnauseam http co xekvka b take stand user track surveil privaci,3,0.0
336,join us today pst analyst client exchang rwang catch top issu latest market develop regist http co gtluk kyki cloud ai ml enterpris privaci secur,5,0.4588
337,new list alert havenprotocol xhv live trade polarityex join http co nobctbltmd particip first airdrop pm est http co faa hqqx dex cryptocurr blockchain privaci secur,5,0.5267
338,rt yfinancecash got yfch alreadi current price yfch eth btc eth bitcoin ethereum telegram cctip,5,0.0
339,rt unglobalpuls recent review dataprotect amp privaci principl help us make sure individu group,1,0.6124
340,appl su remov telegram app store demand manzana telegram http co fd yrx z http co ekvgi emoy,5,-0.128
341,thank telegram better reach latest entertain sourc winner whatsapp vs telegrama final decid better http co fvuwwjpnp,5,0.926
342,resolut read cybersecur privaci novel blog http co lajslppbg dogsofcybersecur http co dsirdhkepx,3,0.3182
343,amaz man therew cigarett mad man blew http co nhwei kfom telegram zuckerberg dsd,1,-0.4939
344,rt subhra develop code java cybersecurityawar android comput privaci hackerspac secutiy hackingnew hack learnh,5,0.0
345,rt vershapost new updat privaci polici whatsapp like whatsappprivaci telegram whatsappnewpolici http co ftmkrkkyti,5,0.3612
346,rt cioamaro five phish bait need know infograph infosec cybersecur cyberattack hack privaci threat malwar,3,-0.5267
347,whatsappnewpolici privaci prioriti telegram new polici http co lm ntycmb,3,0.0
348,rt techprivacylab hapli data protect day dataprivacyday privaci,2,0.3818
349,rt vershapost new updat privaci polici whatsapp like whatsappprivaci telegram whatsappnewpolici http co ftmkrkkyti,5,0.3612
350,rt wizzyblast beamprivaci scrabbl comment favourit among word see privaci confidentialdefi defi,5,0.0
351,rt die wahrheit fu facebook regard privaci mayb time reset whole fing ad industri back madman go appl,3,-0.8625
352,rt paula piccard intel realsens id facial authent design privaci prioriti machinelearn datasci algorithm,3,0.0
353,rt child download telegram urgent turn locat warn media law expert emmasadleir telegram social,0,0.1027
354,miss hear real presid think happen around us heart miss honesti wish go http co srferekhqx telegram speak us els wish realdonaldtrump would address us imissdonaldjtrump http co fkh j oq,5,0.4939
355,komodoplatform atomicdex impress platform inde congratul bitcoinz commun dex solut one way go privaci cryptocurr would like see btcz atomicdex soon togeth brother project provid anonym transact thank http co yfgland dv,3,0.7845
356,implic buddhist teach artifici intellig ethic use ai must strive decreas pain suffer everyon directli interact ai http co hochr uez futurist ethic buddhism datasci privaci,5,-0.7783
357,rt arshadyousufza kashmir heaven earth whatsappprivacypolici signalapp trumptwitterban telegram,5,0.5106
358,rt kashmirtraitor n twitter facebook telegram social media seen use spread recruit notif,5,0.0
359,snowden document surfac soon prove encrochat hack live intercept help us get public eye nca agent blatantli lie encrochat privaci,3,0.4019
360,whatsapp hope everyon turn applic respect privaci person sell privaci money facebook bad way whatsapp last term blatant shameless violat privaci http co rpplajbxm,3,0.0258
361,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,6,-0.8316
362,rt kashmirtraitor n twitter facebook telegram social media seen use spread recruit notif,5,0.0
363,freedom speech democraci action bolshevik biden regim continu telegram pleas join http co hiivcirc http co ykotn bst,5,0.7506
364,zec break current rang predict see larg amp sustain move upward everyon know best tech real world valu narr chang along w attitud influenc fomo grow w price zcash privaci signalapp,5,0.6369
365,rt thehackersnew whatsapp updat privaci polici term servic make data share facebook mandatori imp,4,0.296
366,futur privaci person built xaynhq soon abl use http co b aq yzf browser,5,0.0
367,rt yfinancecash best privaci polici cctip io airdrop yfch telegram whatsapp yfch defi bitcoin cryptocur,5,0.6369
368,electrorat drain cryptocurr wallet fund thousand http co u lac hkpe cybersecur digit hacker infosec reach ratan malwar cloud cloudsecur dataprotect privaci infosec informationsecur cloudcomput http co fswwdtzszn,9,0.0258
369,gchq longer allow interven technolog devic http co dsd ugjmnb gchq hack uklaw infosec privaci dataprotect dataprivaci,3,0.2263
370,next ethic data data privaci cybersecur cyber databreach insiderthreat infosec dataprotect datasecur dataprivaci cyberwarfar http co rvyeueggko,3,0.0
371,good morn tweepl websit protect amp download free e book privaci polici http co clepv nmu privacypolici privacylaw websit websit busi businessown pleas rt,5,0.8316
372,industri reach trust rate percent data protect hclswlobp busi databreach analyt g futureofwork cybersecur infosec ai bot iot privaci gdpr serverless womenintech complianc regul http co xbq mor mw,2,0.7184
373,peer pressur move telegram ju overr noth go http co glufkdmyg,5,0.0
374,telegram announc appl remov telegram app user devic without knowledg telegram announc prevent appli mention set appstor http co rtx hi sx,5,0.0258
375,rt cyberwatchingeu want synergis w activ r amp project cybersecur amp privaci domain come amp part cyberwat,3,0.0772
376,rt drjdrooghaag let connect join fast grow commun http co jfvcihjzd cybersecur leadership privaci agil,3,0.296
377,rt andropmax ysign dataprivaci decentr bounti privaci blockchain sector necessari project,3,0.0
378,corona info germani new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,6,-0.8316
379,peopl would switch telegram privaci issu knock door come someon bedroom whatsapp,5,0.0
380,ihe rb readabl websit product support gener health promo code discount herb reward code code thq supplement hair vitamin free ship fhfg telegram,5,0.8979
381,special signal suddenli becom favourit messag app compar telegram http co obq kkvb,5,0.4019
382,rt publicnak exhibitionist publicsex best everi day post readi download telegram http co fuw pjnj,0,0.6369
383,rt cycloneprotocol cyclon protocol offici launch iotex io blockchain privaci power defi work http,2,0.0
384,rt phalanetwork stop agre call privaci polici term internet app built dat,4,-0.296
385,rt eu edp socialmedia modern commun tool privaci profession oblig edpstrain sn,3,0.0
386,gay coupl brutal flog time public consensualsex privaci home lgbtqia indonesia hate bigotri violenc homophobia http co hyqfthakqj,3,-0.8316
387,rt cyber gari get rid isp throttl secur torrent file without compromis onlin privaci purevpn split tunnel cybersecur cyberattack http co tm lz wi http co wnltrdaj,3,0.0
388,threat detect startup mistnet acquir logrhythm http co nl ci uf cloudsecur manag privaci secur logrhythm techzineeu http co mqebg lctb,2,-0.5267
389,latest aurora light news http co kxtt b sy privaci technolog,5,0.0
390,mani afraid privaci datashar almost everi talk whatsapp new polici updat help comment http co jhobxjriy,3,0.4019
391,year privaci right http co rfbpbuqxf datasecur dataprivaci gdpr ccpa cybersecur infosec regul privaci complianc elearn http co r h j sztl,3,0.0
392,nca clearli judiciari becom polit corrupt senior judg employ wil blind judici review amp pre trial hear judg lord justic singh amp justic dove amp open door invas privaci everyon encrochat wedg,1,-0.4019
393,join http co x cobbuwh whatsappnewpolici telegram ausvind http co yotbhk x u,5,0.296
