,tweets_cleaned,Topic,compound_sentiment
269,whatsappprivacypolici uninstal whatsapp move telegram skkarthisai karthik telegram,9,0.0
270,rt digitalafz new updat whatsapp privaci polici telegram http co ddczzr,9,0.0
271,beautifu contest among biggbosstamil biggbosstelugu bb biggboss nikkitamboli hindi monalgajjar telugu ramyapandian biggboss aari rio sanam salmankhan shivani kamlhassan jasminbasin rio telegram vijaytelevis colorstv,9,0.0
272,rt meenadasnarayan guy brave quit whatsapp make pauper join telegram get comfort zone teach less,9,0.7964
273,refer telegram group alreadi,9,0.0
274,full detail whatsappnewpolici time shift signalapp telegram http co uphq cnh,9,0.0
275,patriot pleas care telegram group join http co lpxipdv vy,9,0.6597
276,rt lord nergal join cult miss detail call pornstar telegram http co b ofaoozmf,8,0.1531
277,someon said telegram open sourc ye open sourc telegram even let creat version applic switchtorelegram markzuckerberg http co qhpogpjjoi,9,0.0
278,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
279,hi jessica anim look work featur televis http co khji v yf jessica jmyoungart com portfolioday anim anim featur televis danim http co q rurplpsc,8,0.0
280,rt bigcoinvietnam bigcoinvietnam team great honor host ama orchidprotocol team telegram group chat,8,0.8074
281,data proprietari privaci dominion cloth protect bodi amp privaci whatsapp hand privaci tri telegram signal bip free london pakistan usa turkey whatsappprivaci dubai india fifa tuesdayvib happybirthdayzaynmalik,9,0.8442
282,follow servic chubbi bae saxsenaneha must follow telegram detail contact saxsenaneha http co vjmj,8,0.0
283,exhibitionist publicsex best everi day post readi download telegram http co fuw pjnj http co c dbmelvnw,5,0.6369
284,binanc free dash limit telegram instantli pay http co di soyrog,5,0.4404
285,read short stori next reveal gameplay featur check steam http co adwf j qc game gamer gameplay new featur indi shortstori swissgam fantasi adventur dwarf dwarv updat announc pictur screenshot art scetch http co uxvpkcbaut,8,0.0
286,forget telegram discord wayi better safer imo telegram whatsappprivaci,9,0.2732
287,rt heshmatalavi find telegram http co rovpst cxl gab heshmat alavi,8,0.0
288,week gain includ gain ctxc gain nebl slime call vip telegram believ sun next go way welcom http co esuxpzmdb freebi http co qggnldfmpv,4,0.926
289,rt mohitmishra thank telegram better reach latest entertain sourc winner whatsapp vs telegrama final,0,0.891
290,want inform subscrib offici telegram group http co gbnj oiqoc,8,0.0772
291,urgent help need want mom ivf http co cwdwecwif via gogetfund help donat telegram gofundm fundrais donat motherandbabyhom,8,0.7579
292,telegram heyadarsha done mani time repli mani peopl telegram even though telegram best,9,0.6369
293,peopl instal telegram whatsapp chang polici alreadi telegram download movi webseri http co cbuciwbf,9,0.0
294,long time ago move telegram http co homvrlwiad,9,0.0
295,rt praisetriunegod potu trump make st announc use telegram offic former presid http co uvzz,9,0.0
296,telegram vou propos sormai import vo convers whatsapp via net http co rqbbri k,5,0.0
297,take seek even sleep viral helix feat adriana valenzuela teaser music metal djent metalcor deathmet electronicmus guestvoc featur cinemat motiongraph musician womeninmet motionart visual http co g zpwvv,8,-0.25
298,http co cpjj z jki featur telegram insan telegram reeditmessag howtoeditsentmessag telegramtio telegramtip privaci bestappof bestapp technew tamiltech newsofsoci socialmedia http co haupegpzeq,8,0.0
299,okay guy crazi bigtech censorship made plung final telegram look forward see join us http co hlavjgowa,9,0.4767
300,new telegram surpass million activ user past hour alon million new user around world join telegram congrat telegram telegram http co q euzdwcp,9,0.296
301,one telegram million new user everyth need know get set app secur http co xxvomchiiq enabl end end encrypt creat secret chat prevent call stranger http co qiansi kmr,9,0.0258
302,telegram telegram statu option whatsapp telegram small fault telegram,9,-0.4019
303,rt gawiesnr discov awesom featur abandon whatsapp use altern telegram c,9,-0.4404
304,u care privaci boycott whatsapp use telegram featur rich secur whatsapp teach mark zuckerberg lesson never forget boycottwhatsapp whatsappprivaci http co bomkgv vs,9,0.7324
305,check thisisoj featur iam morph singl avail major platform pyromusicmanag hiphop music artist produc hiphopmus rapper newmus rapmus featuredartist featur unsignedartist http co x maaizuy,8,0.0
306,anniedarlinggg free thinker love discuss cut edg side religion psycholog sex sexual join telegram channel mutter mind tele commin mani versatil topic http co yvjwdabc,4,0.8225
307,back account telegram avoid telegram app delet appl http co x wtocbiuj,9,-0.296
308,rt saloni telegram peopl instal telegram alreadi use download web seri movi free http,9,0.5106
309,rt amitabhthakur one bother privaci send messag whatsapp signal telegram whatsappnewp,9,-0.34
310,spend weekend wonder whether keep go new chang whatsapp polici switch messag servic list pro amp con whatsappupd telegram signal whatsapppolici http co fwuy zu ez,9,0.3612
311,hey everyon final back open commiss limit amount time feel free dm get commiss simpli get quot furri furryartist commiss commissionsopen art telegramstick telegram http co bwtmd zs k,9,0.5106
312,rt thati creativ markzuckerberg telegram south african app move let money stay fam,9,0.0
313,one telegram million new user everyth need know get set app secur http co xxvomchiiq enabl end end encrypt creat secret chat prevent call stranger http co irwoeigddi,9,0.0258
314,rt anrkeyx boom surpass member telegram anrkist join anrkistarmi sinc burst onto de,9,0.296
315,telegram user watch chao http co xpopmau k,9,0.0
316,data link section signal telegram whatsapp facebook,9,0.0
317,rt tianbeb video casero rt ff onlyfan whtpp telegram amateur http co srg yfdq,8,0.4215
318,rt saloni telegram peopl instal telegram alreadi use download web seri movi free http,9,0.5106
319,rt anuragisthenam switch telegram telegram new whatsapp whatsapp privaci polici updat everyon also whatsa,9,0.0
320,app trustabl vote n retweet whatsappheadquart whatsappprivaci signal bip telegram,9,0.0
321,rt malumerichi voic note telegram clean man love telegram,4,0.7845
322,hello fbi new destin check socialmedia ohwherewilltheygo telegram http co myp e pvv,8,0.0
323,may lead question whether necessari pay pension citizen live abroad dep kalashnikov say russian commun abkhazia strongli oppos initi telegram post russian pension vital sourc mani russian abkhazia,6,0.2023
324,telegram grp live voic chat uber cool telegram,5,0.3804
325,rt anu kakran signalapp telegram palm hand babi ye mayb ensur though,9,0.4939
326,featur letter london frank wilson new year eve rememb read http co gz rexmtvb appledailyeng hongkong http co ku jdytdgq,3,0.0
327,telegram remind way bbm sure bbm also group featur mizzyb absolut love blackberri confirm telegram locat base neighbourhood group quit cool privaci set mean contact see,8,0.8316
328,rt utkarsh let choos telegram whatsapp http co jbejjboxa,9,0.0
329,rt cjvishalkumar see lost friend signal new whatsappprivacypolici telegram whatsapp signal http co nux,9,0.2263
330,seriou discuss fuckboi ask phone number telegram chat also start use usernam telegram whatsapp telegram whatsappnewpolici,9,0.0772
331,plan alreadi uninstal whatsapp shift medium telegram signal,9,0.0
332,balanc im commun secur data flow signal max versat use telegram amaz env bot cool featur android linux opensourc closedsourc posix womenwhocod telegram,4,0.3182
333,entertain industri join group get funni video meme funni emo mani funni thing inform motiv video telegramgroup telegram http co epleockphd,8,0.5423
334,featur eve bitten appl forbidden fruit world would news peopl would concept right wrong evil gossip jimmi lai read http co jkfqffk kq appledailyeng http co p z dnfabg,3,-0.9001
335,join us telegram final team amp updat http co snwoxseuop team provid telegram free note prime channel take money anyon dream dream team fantasycricket bbl bbl bringtheheat http co ndtqniemiq,5,0.8176
336,sugar daddi sexual desir pl sugardaddylegit sugardaddyneededasap gcash alterpinay sugarbabi telegram,4,0.0
337,countri almost entir power renew energi iceland paraguay norway costarica energi renewableenergi tech technew electricvehicl facetheclimateemerg telegram covid coronaviru http co py zg gyct,0,0.0
338,rt dindigulcinema watch forward master movi telegram whatsapp imprison year violat mast,2,0.0
339,georgepapa parler appl googl say remov applic amazon stop host must remain connect follow telegram channel http co vzj shto u maga censorship stopthecensorship http co ezgjrxtesq,8,-0.128
340,telegram time someon contact list sign whatsapp signalapp http co szsj gcdmn,9,0.0
341,rt originalesushi need yet anoth reason avoid telegram http co ohicd xvu,8,-0.296
342,rt alsaydali wish appl alreadi allow imessag android deal whatsapp telegram signalapp thig,8,0.5574
343,research expos telegram locat bug compani say featur via ehackernew http co iubrsgpzqi telegram privaci dataprotect,9,0.0
344,rt vershapost new updat privaci polici whatsapp like whatsappprivaci telegram whatsappnewpolici http co ftmkrkkyti,9,0.3612
345,remov photo internet sever million wanna know other upto plan creat better model everyon use servic predict futur action could move whatsapp telegram signal,9,0.4404
346,footbal germani bundesliga borussiamoenchengladbach borussiadortmund join telegram http co xw iifajm info soccer sportsbet bitcoin amp cryptocurr btc eth ltc trx usdt fussbal sportsgambl soccer http co ooqblbzmq,5,0.296
347,user need encourag migrat signalapp matrix anoth messag app claim end end encrypt popular choic telegram may safe altern whatsapp prasanthtweet whatsappprivaci http co wgjslgp yp inc mephistophilian,9,0.6908
348,time choos telegram whatsapp whatsappnewpolici,9,0.0
349,rt chadabizeid patriot creat telegram channel call patriot revolut telegram privat secur platform plea,9,0.0
350,rt moder tr zorunlu g ncellem whatsapp taht ndan etti whatsapp telegram http co krjkqryiy,5,0.0
351,whatsapp telegram whatsappnewpolici signal coinbas xrpcommun viern http co b coeqzxbg,9,0.0
352,rt dindigulcinema watch forward master movi telegram whatsapp imprison year violat mast,2,0.0
353,whatsapp telegram whatsappprivacypolici whatsappnewpolici umashankarsingh ranvijayl,9,0.0
354,ani whatsapp feel heat also lose telegram signalapp,9,-0.4019
355,heard telegram surpass million activ user say great job whatsapp anymor telegram messag app whatsapp,9,0.6249
356,want weekend q amp session jan jan note go telegram vote disclaim go telegram vote follow twitter futur updat market contact http co iw z iabq,8,0.0772
357,rt itssssp peopl instal telegram whatsapp chang polici alreadi telegram download movi w,9,0.0
358,astrologerjo got get channel telegram reach larger audienc non censor,4,-0.4404
359,rt tianbeb morbo total rt videoscasero onlyfan whtpp telegram http co gag vyggej,8,-0.34
360,rt mxc exchang join telegram group yet real action happen one conveni cryptocurreci,8,0.296
361,whatsapp video call app major unless telegram amp signalapp offer competit worri,9,0.0
362,peopl alway say use telegram signal hikeapp made indian airtelindia encourag made make india product servic,6,0.0
363,kt explain whatsapp vs telegram vs signalapp app secur enough featur whatsapp let find comparison tabl http co gnowvoqvn whatsappnewpolici telegram signalapp signal http co ngl bftbag,9,0.0
364,rt epochtim washington group su appl take action remov messag app telegram alleg platform,9,0.0
365,food data imper safe consum time switch whtsapp facebookprivaci signal telegram utsavveg hydfood hydfoodi vegfood swiggi vegisnotbor zomato http co z vu ohjop,9,0.4404
366,thank featur munchlin song januari spotifyplaylist w evacassidi scbandcpt brantpmus shediz neat pete tweet sofiakatsaro joecock songstylesmus dollydem moondreamsmus http co ijxdi cve,8,0.6705
367,rt imshe whatsappprivacypolici telegram signalapp,9,0.0
368,rt techisurfriend harsh realiti whatsapp telegram signalapp privaci facebook elonmusk http co xvozd l w,9,-0.4404
369,whatsapp signal telegram confus privaci polici move quickli signal telegram wonder rajivnemaindori neha goyal discuss issu http co xoeyfvnwv whatsapp signal telegram,9,0.0
370,use multipl telegram account phone http co wac aaool,9,0.0
371,goodnew iamvictor asiwajulerri donjazzi free thinker love discuss cut edg side religion psycholog sex sexual movi join telegram channel mutter mind tele commin mani versatil topic http co yvjwdabc,4,0.8225
372,choos whatsappnewpolici signal telegram whatsapp,9,0.0
373,move chat histori whatsapp telegram telegram whatsapp http co bvte wxi http co df nbg phd,5,0.0
374,rt toyertoy sketch featur songbird entertain movi hollywood went pandem entertain one thing mi,3,0.5574
375,rt bigcoinvietnam bigcoinvietnam team great honor host ama cudo team telegram group chat pm,8,0.8074
376,rt sarcastiqlonda scenario whatsapp privaci polici chang telegram http co cogi b,9,0.0
377,rt worldofjav peopl instal telegram alreadi use download web seri movi free telegram whatsapp,9,0.5106
378,secur messag app comparison googl messag facebook signal telegram threema viber wire microsoft element wickr whatsapp http co zfdtlescjw,9,0.0
379,joto ddiamant sexxxtuitero telegram video viajando calient travelin horni encanta viajar masturbarm mientra admiro el paisaj escucho sica love travel masturb admir sceneri listin music http co txoqp q,8,0.6369
380,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid sarscov staysaf sourc coronatrackernep bot telegram,0,-0.8316
381,rt startup magnat rt kada soulayman time z code test someon dark python c telegram face,9,0.0
382,rise use follow endors like elon musk edward snowden announc whatsapp user data would share facebook http co zwi str iq signal whatsapp telegram whatsappprivaci tech facebook scivergepk http co jif ydp,9,0.5719
383,rt kaizerbeatz hope everyon switch telegram right angkerr,9,0.4404
384,rt imshe whatsappprivacypolici telegram signalapp,9,0.0
385,quit whatsapp make sure understand telegram signal differ altern choos care http co lcb ylq,9,0.6705
386,rt wewilfr telegram messag applic ptcl network block telegram whatsappprivaci whatsappnewpolici http c,9,-0.4404
387,one resolut hide privaci frm zuckerberg telegram whatsapp,9,-0.1779
388,rt stufflist latest telegram updat bring abil import whatsapp chat whatsapp telegram http co xpv sp x r,5,0.0
389,rt ratansharda amaz exodu whatsapp user signal telegram look like democraci sm prevail next twi,9,0.3612
390,day daysofcod finish graphql api host apollographql fetch mongodb databas cluster mongoos ord quiz featur http co ydwuhzg kw type check typescript graphql mongoos custom valid relief http co mp uj hrra,8,0.4767
391,rt dna whatsapp monopoli may end soon user threaten move telegram new privaci polici whatsappnewpolici whatsapppriv,9,-0.3818
392,ebede free thinker love discuss cut edg side religion psycholog sex sexual movi join telegram channel mutter mind tele commin mani versatil topic http co yvjwdabc,4,0.8225
393,go facebook buy telegram whatsappnewpolici,9,0.0
